bidder_id,prediction
a58bc6ccb606e883dbe4156ad3510deddcq52,4.05673802232e-05
950caf6bff7f16426cce6d7f0cd47b44pkivn,0.998042969173
8063666ac987582535ef514ea67e34a29wllm,4.05673802232e-05
9f74a90abf83325f092c75fe10744b0ak5hsc,5.15450127144e-05
cd874b59ed4cfd1d284333524e9aaafch3n3x,3.6572020786e-05
9e375f06c8b726dc79694d1d466d74b9a36tv,6.67161973253e-05
6df6ba59d12b939569dda48913fb574dn56qs,8.39184975179e-05
f670fe91b3016f6ec866de0ce42cf7e7cuan6,0.924574560534
cc0f3101778d9cb0b776b504e153b03cgh97q,4.05673802232e-05
ae96be6b28d9cf2fe960d8e14a8ca73fjilb0,4.05673802232e-05
6d07f429389ddbaa71337705be893ca0zskdy,4.05673802232e-05
458172a6455a457b1784eebfc663241a25lwy,4.05673802232e-05
8ebe360d60cc0f38739178c166dae4c3ednji,4.05673802232e-05
e388a8cb5fed756640c4950e6bb295668t5p6,4.05673802232e-05
ed3a12d76a8cf5cbe51a51b04181f95f62hh7,6.21845143107e-05
8588c9d49ece3e39ad382ccb5226196dg16gy,5.16643561573e-05
1919932e0d49e693beacb6b55e9089cexudz0,9.78097338713e-05
a95941e85700fd55c80b2b91ff12dcccqqkh3,4.05673802232e-05
85eb16237f5467664d004d42c32576f25s1am,4.05673802232e-05
a02cbd8a459207156ac4d9d2f2bc7a1dutdpl,7.45159794847e-05
e523738a747879b8353e6ad674aa18eb3b8la,4.05673802232e-05
ca07173d25be8c16c2820edff373302fnra4z,8.67486062066e-05
2e8abd963c261ab7dcafa63a8eadffbedpaz5,4.90753236447e-05
181e2ea98b4803193b8efb2922c95d0bp547k,4.05673802232e-05
81f09434ecc54f09ec8399678a5b3c3a67o1e,4.05673802232e-05
cd5ece1f0d810b782709e80d2c58c82c54jl8,4.05673802232e-05
fcb4950cdfed13bd9a62e618880ee0a2tlw1z,4.05673802232e-05
0c47587c4459baed81d0b707eff6b4bff5tmx,7.07716205845e-05
9554bc1767c10733a48c1bbc8f6ebb078xher,4.05673802232e-05
293e3f0047089b544fae06a4cc916ee0r29g2,4.05673802232e-05
b24e3af20453813e821f5a22ff55e072tgton,4.05673802232e-05
05de85f05fbb6a6bf86ff6b33be7678ek3flf,4.05673802232e-05
390e00d5c1de96548012b68c472b7fac56obc,4.43724681211e-05
386a97775697f6e6029d90552c2cb920kgfs9,4.05673802232e-05
613ec50609f1f9a17ad19396ddaca0fdq4t4i,4.05673802232e-05
c9b5fe5dd042886bddc3835c8a2ef5e5n4vrn,4.05673802232e-05
a5c6549753f79e71e1a2380e60320562jn50h,4.05673802232e-05
6c2cb78f8a943d945bbdd5ec7db68ff3wdxi4,4.77496245522e-05
33d9c32b088b29f73a837651b61261bd6q4x1,6.28666607571e-05
1e88dc4adca63d65a866252445f0f49akk55l,4.05673802232e-05
06586694c6bba2ccaa8e13354701bb30em5ro,6.02624581966e-05
7d7d8a02b692b34d8d9ba077a3df5ef6550qr,4.05673802232e-05
142d8558f0ef01a2091d907b8971557dc8yn0,4.05673802232e-05
445c9b65462f9e2fe7edd215803244b3is2f7,4.05673802232e-05
b52eb1fc50e9aaa3a011d8db44d3be88da2hn,6.34581968131e-05
993ee4ba6251aa912434072ec8184074h9sc4,4.05673802232e-05
cc668d9df769e57faed58d98285fa568kcj7m,5.48835456442e-05
6fc445aec2a0b7d378dccee0c821bbc96sayw,4.05673802232e-05
7bc9f70f7ea228b62b27c44102693224fjmo0,4.05673802232e-05
634182dd007ee442b53a0c087e482552xbn03,4.05673802232e-05
0e23fd7df994209b02071d229f138e76e05oh,5.15450127144e-05
3434f3c540f1c0973d993eca4458656937du3,4.05673802232e-05
0e4e4ecaebaefac85b30de28df9c78f5a0cth,4.05673802232e-05
b622a97e53117229e09d940ca47ec165cwk1j,0.148269538592
c22fa0be1a45768405fc7fac7c9ff8b9jtdjc,4.05673802232e-05
1356ef1dc8b6bf0f42eb58e0087de77bn58ks,6.12614896929e-05
7fb048b02686c6c214ae4e75ca8c2933p116o,4.05673802232e-05
e3e0c5122965d9b4aadde3a7dd7d29d9u5a16,4.05673802232e-05
a04446598e56399cf9582b5021762614egeaf,4.05673802232e-05
5e60a5d46fef4eebecfed434370dd4eff0wvz,4.05673802232e-05
888d1cb3ed908ee0f27aa00035c71396jge0s,4.05673802232e-05
2420dae91bb68373c29f0b6fe2ae71cbckikm,4.05673802232e-05
f9e4f901ab41935604564f1466337ff2o1dti,7.37355259576e-05
02fbc26f080655008337619a08cb7c04voa3c,0.000133631358888
d63c2a5af1913f01555dcc995d6d604452ulu,4.05673802232e-05
68e8105e3a068c8190b8f25e609c478at4o5c,5.15450127144e-05
eae01dd857a394771735903ac7cc97385rzx3,8.56611187052e-05
19fb1b248bd5169cbff2a816ea37649e3u1vr,4.05673802232e-05
a52a33f35745b1dcc6f51c27e80317b945vwv,4.05673802232e-05
51a4b86a81fbae237e6c5d475504c6ecng0nq,4.05673802232e-05
2c7bff212c433019310fb0bf2e4b166a91uup,4.05673802232e-05
0983ad44219dfddd5a501810f655233dur2r8,0.0854815319931
2f18d7e12581d5addc029b9b79da6c02rrgb9,4.05673802232e-05
bd609b36629cea5e8abd60e595d7b01aa9490,8.64865608821e-05
d020ec0aea5d1db8cd455c01486b8df4vazwm,4.05673802232e-05
5f2cdc9e37296b78032e8a533f541759lc8jl,6.31117241624e-05
48399c79115b6f02a200726445c179bf87b81,4.28843430423e-05
57a744b96201574bdf8872e24e666cc12z9xk,6.11985285465e-05
59f61cb410ac321a795c4d5a388e787aqsytg,5.82993773072e-05
28eff2ac3df6416fe158c6641d14a9edj4cwd,0.000111970063433
ab056855c9ca9d36390feae1fa485883issyg,4.05673802232e-05
7eefd9c6d0f7e93b7729654e76babdcad6lvt,4.05673802232e-05
d13ddd86432248267b3772b050639f0egwowl,4.05673802232e-05
179738179ac220fac6a5d966174d863dzyvho,0.000814342503984
9cb13f30bb0b78d59d206fd1c90a1bc93lrrh,4.05673802232e-05
8062a60a2e060a311dac34845ead2ccfbh9tt,4.05673802232e-05
e4ef528ae9dc3b1cc54bb819442e181c4jjnm,4.05673802232e-05
3e4ef9d30f566589b8e864aed25f6759oqorr,6.40212556841e-05
351e154a7385d6f43cd126d170f0ab22s6b7j,5.15450127144e-05
ac32d60b9c34a1a06d7ac71d11944d2fucr59,7.60922783037e-05
5cf4e9d0baf60e0b7304847ff6af088begq9y,4.05673802232e-05
beeb48f1e40e6b20a998c34907ec81ddl0f7n,5.78378782063e-05
843a1353bf60e922f303f862c176632cz5f0p,4.05673802232e-05
1a358776f2a9784cce19aa700cdbeebbfurna,4.05673802232e-05
e1972d63b9881f67b4a9dfb79f467ddduhmrd,4.47456163791e-05
8083a30b555c94e3963466907146fd40o6q27,0.0712649039967
ab30bb98578cf8e5b1413cbb613044fd8xcm1,4.05673802232e-05
7d8dcdd1012a68b5d1fb2d286bdc9780h1v7u,4.05673802232e-05
03ead6957061c72543b8bc35f6b23852j0a0h,4.05673802232e-05
eadaa2a8e7873171eb8741f3b669036b2tndi,4.05673802232e-05
d28160a20d059274936b41b4ae8018a0hczxt,4.05673802232e-05
c0b6656083775756d77b9888fbc6db1brugm6,4.05673802232e-05
56656ac8f39c2854741601dee3cf5530bwe6t,4.05673802232e-05
3e038564a8d86aabed919ab06bb5a4fa7wzi7,4.05673802232e-05
f35e1c29147c2618ed2d4e7ed88b0c8eivimx,6.02624581966e-05
51f47f594971d59e2a52398527ce8d81q5rdo,4.05673802232e-05
0a798636852c5948e899311731439855kisj2,8.38013333218e-05
99aef1f2fa1d55d94f5cb083191ed371344pn,4.05673802232e-05
0b9d45948078268c6394a9c51bf2db08cbijp,4.28843430423e-05
b4205ccaa49013eee0f259f52621d9fa1yaw0,4.33625543735e-05
df09da3918c7d98e0e6447098ff53b4468y2m,4.28843430423e-05
86d8e1d1e76212d0b984180b3299b86867e7s,8.91298384242e-05
387f035df904aaeb6e73c8a3f1ca02c49eyji,4.05673802232e-05
9ae4c1edd949fe54b9665ee1ea56e9461bg0x,8.89898245231e-05
9ed430b00312e5421e6013e01ba6db293xhcb,4.28843430423e-05
bd890937b5601111119969b45bde5056eycor,4.38235634126e-05
5cb687b036651830fc924cc8f4d563b2yeqq9,5.15450127144e-05
919d8a40c51f7c9fa1ffafb18bd97af7scta5,4.05673802232e-05
861f65934eb78f07afb5979561666f04ttex0,4.05673802232e-05
cc946863b59e4db09d6b2b497cd2cb156mynv,4.05673802232e-05
6f1979cf79152ff59525876a2005d23cxwhb8,4.05673802232e-05
54577d415f061a1c775480db195f6f6a69xhi,5.15450127144e-05
0e5a5e112210f6bd730b5389c4e201a0ux0ae,4.05673802232e-05
1e6a1470588ef026b09644acf8e2e6a67raqh,4.1861293022e-05
53bd98bb6892e927f4875caa64900492vd204,4.05673802232e-05
de4e57c06cf20bae573ca403b45470c3xa65t,3.66428168083e-05
97cfd4d2998f6063f2f42d164d05ac3dlfse6,4.05673802232e-05
6c25e9fece8cc4ad8444611dd1c7ff3ajzf5p,4.05673802232e-05
af19af5fa460e5352a915e9ac8527da1xnvla,7.34428061873e-05
8a2b6cf3cd7a49bb32691e3d45fc60d4nv2w1,4.05673802232e-05
60ec787f0be71a3a3eb32a95801b3399lzonp,4.05673802232e-05
24bb4ca4376ab3e3fba305166f981ce5cvfiw,3.77227382124e-05
a3c2e0c9ba0d5fd25b9fbf513d7efcc3w2rjo,4.05673802232e-05
68d2d8b0f6bbbb99d60ac806b41fe7e7vaepl,4.05673802232e-05
58628be222365dad6134e9977dc32e35g1l95,4.05673802232e-05
443b175d50fcd7d395d4a754c78f4dd5powgs,4.05673802232e-05
00862324eb508ca5202b6d4e5f1a80fc3t3lp,4.05673802232e-05
e83ecff8e12a3604520170cdcc5041befh9md,4.05673802232e-05
15ea91cdbd7e1976bf1cad5f36e01c59zy51b,4.05673802232e-05
9be68b136f189f32a76dc7cd6d7f9f76o3ipf,5.15450127144e-05
e7e6ab1c2263040794ddc4699a9ad82djttwj,4.05673802232e-05
cc7cad1648183458e45c61cdb9c251f4clmdg,4.90909216098e-05
e3235425776ba4746c90154d7ba9b174z4y4g,0.997899972849
cf0ceb07591031d411cf2c97ca03e81078v4n,4.05673802232e-05
ab536d878cbf7fd8347859dcec97ca2a9oz07,0.000236569931412
7f777f7a6d0d09449bed193eea87bd9akbft0,6.31117241624e-05
1d70ca61178550b744c521a7ca02ec57wijlz,4.05673802232e-05
6f74c106adbaff1944e36d6937f03fb6lw897,4.05673802232e-05
74048a4d4691a3068889312ab3428bb1ufw9p,4.05673802232e-05
c112f377dc3ac3b3212b4afa6432464brfgmz,4.05673802232e-05
5cf85fe5133901ad1ed5db4bfce2198b8wycu,4.05673802232e-05
ae51dd113627d56a20e64ae5d5f2bcc43sr2j,0.497984090523
2be74cad3b8ac977eb10599527e62963qnifu,0.589913467198
df52f076da236c8caeda4db4a0b0e678113sa,4.05673802232e-05
7ce866d485d2a71ad541ac0175c1bc59ddjxr,4.05673802232e-05
bfba91e586b1c37429d1e40ffb5febfagbbxn,8.83398295549e-05
3f38a7b6254fa57d4af0167c4ad20c37i4ktw,4.33625543735e-05
0f935208860a0d3378475d4a7728ab9bimb3m,4.73012034286e-05
73298fe4f3e5acf3c4cca575fb2284c8bar2j,4.55364590373e-05
0903c5009f3a06db04d5e40a83e04480ukuvm,4.05673802232e-05
8d4cc3988c9cb3b902c07cdd1a68fd4f36cit,4.05673802232e-05
bbcecd70e1143854f5af61e86e87a87ewrsd2,4.05673802232e-05
e9952cb2ec9b57be843aa1ce105031496rqox,0.94845512879
d88f8b2015441d1ca588f5bc850629040hdtv,4.05673802232e-05
700966013ae97127a88ddd166e4c11fb383s0,8.46849076563e-05
a4db6d34da5d8c997630d69dca9f5d98e5zj6,4.05673802232e-05
6ad24c67fe5984a367f31718a1b4c1d9g4wyu,4.05673802232e-05
a69e11a0c2723bf92ccaef450934063fhrrmw,4.05673802232e-05
9bea831f2bca7a7b2254d1a4c8757550ixvig,4.05673802232e-05
4ff690fa3abf2cf5d5251406119f3d58f0fu0,4.05673802232e-05
b9a73461d3a2318af908030fd5806c02togek,3.66428168083e-05
f00a022053f86097ae2aa8fe34ec72a07vdk7,4.05673802232e-05
8aa03b16fca81881d63c489b6d887ffax0vxm,4.05673802232e-05
3a92527f2308e7f746cd6c270be2c2a62nbi2,7.66984601877e-05
802e5f110cb22b03ca16f8c437a9ae59a0j5x,0.998430351581
6ce7a9649fd80e83bc4a0e2764c55746vjsnt,5.59644766099e-05
c50c611f2dd6b9a084658694edfc62a418fpj,5.1813320823e-05
87b583625d0dd77a85d5ea65cf957c9a6ayfn,5.15450127144e-05
c674b6ef9d94b2521778628306056187rpi8e,5.15450127144e-05
94071c2aeff4e4a15fcca00db16443da9a6jz,4.05673802232e-05
690e426913dfdf53bc22a655ffaa9966q3jnn,4.05673802232e-05
d111885e50808fa5c7db4bbf7df1a0c4qcv2i,4.05673802232e-05
65489e2734f03652a76bf139df96c479lopnf,4.05673802232e-05
7c5143e33d897f896a30a694f7b660f58b4gg,4.05673802232e-05
bb70983ffd1725a4ed06b4a4838a791akwjx2,4.05673802232e-05
321d9b9d0469c3526ed352f27c08dfeb66kdh,4.05673802232e-05
cb3fcce6aa8f1d2137b9d43b2528ae0fyzgai,4.05673802232e-05
1616c2d615b05208b92410575002512c6xyui,4.05673802232e-05
d4ab22e56999e0d580097485cc9b894dws6q8,0.00451951826015
970987b919bb27f09db853fd51f144a0gg5kz,4.05673802232e-05
7688f97ed5b852a09d65bbc9891c8465ordzd,4.05673802232e-05
a4728f7f9218eadfe7bbc30ff4f2cffdjgoac,4.05673802232e-05
800a591995d2bd73a5359307dbaf05aenyi78,5.30288527748e-05
b52027a7d41c4233fa89459bff644c89asfm5,4.05673802232e-05
15f8cb90717086378428d1e1a3aa8854tjh8l,4.05673802232e-05
13fc125cbd69f4f9c38cf04646b5bb19scwcv,4.05673802232e-05
bd956a508e05203d9a5bd2442fd4078anwfgi,4.05673802232e-05
660ef3bb857ac076c7487cf06aed7e16x8v7g,4.05673802232e-05
b4a30186761c5ae9f1c35210bd563467tpdu0,4.05673802232e-05
3c465a8c5b93301383617e4c539c850aumt08,4.05673802232e-05
c979898ec4012f0933c38a6bec19c92cvmlq6,5.15450127144e-05
30882c1989326632319db6fdd5e05232146yv,4.05673802232e-05
67fac6c09c166c208eb4c6a2323a3560hgxs0,4.05673802232e-05
dfb1898b34e4fd1a390856352ebcc274py6xn,4.05673802232e-05
228b0968df97b33bac091dd6b31c019dptgyc,4.05673802232e-05
47460568c86af7e3ef030ab7c892a25b52gnu,7.3056362303e-05
b81e90d164ad274c54c614a4e800894fg2ipz,4.05673802232e-05
e4a4847014aa0364868dcb46e5462d86w9yp9,4.05673802232e-05
7e309c6a76895cd92f846558500b3fa72ympz,9.00275802969e-05
2175caf7d9bd531c005b98938c7a5aecfyus2,4.05673802232e-05
ee2730f489122c0a7475e1edd8483256dy8fi,4.05673802232e-05
4312cf198efa6d3e8a56f769891d651ckg9pf,4.05673802232e-05
626ad149d136dfc750b96b369106e694aaqq8,4.05673802232e-05
4f639fdc5b132d36a4ff03768e93641669he4,4.05673802232e-05
865cb347e52aec144fd5e647f051fc3fedfw3,4.05673802232e-05
e924e65cd736e29a8c71a34ae297581ari8pq,4.05673802232e-05
77ed1e5d3d8fd17c586deea61902ab8d2zu6v,9.564288072e-05
00a79ebd15f0b24a0a3b5794457cd8ed7dng1,0.999177637811
69ac9cf0b141ede9d55b5589ecf5114egzze5,4.05673802232e-05
84c3f1ef08df383bdc98f5465e885b6edepz9,9.9382079252e-05
7594ea43870dc459dc7ad232050f9c04dkis0,4.05673802232e-05
05f9e773506d32bb059045cc9bf31b4187sga,6.31117241624e-05
e3f51b95d11dcbd6541898ecc710b3dfu5r0d,0.12466826267
a356163fe7434d47b1c6480c87366394oaibe,4.05673802232e-05
3ed997fc5d1db2931abfa00f1eac5aebtkuds,0.000340195146579
f24d8a2739a563c39c6bcf2f3c008945ag9xf,4.28843430423e-05
ca8c4c51ccde4ef83a1141f01cfdc1b7abmle,6.02624581966e-05
0b4f65b31803376d777d1d935a44fcfa6d5ge,4.05673802232e-05
0430923026291636fff20fa1707fd34f0nayx,4.28843430423e-05
07a5dbfbf2629ef7018abb660fe0e795xmrw3,7.23680067712e-05
3b15a5d456e917f305bfeb2bcbf7a4e6aw0oj,4.05673802232e-05
e21ab1de2eb9cebee269384c1da74d37ocqfs,4.05673802232e-05
8b0d92a053316cc2238c0535b1a13a85ueedh,4.05673802232e-05
993bb095ab4ace770fb6acb9d2a4e4f8owo66,4.05673802232e-05
55a699bd3a83fe99db348c4302ee754ep392w,4.05673802232e-05
efa5e7cf5490eb14b5e0e0e14c8ba45d8h3fx,5.15450127144e-05
7ab1daba19f637252f173b92ca1ea00c9bi5y,4.05673802232e-05
47af7d7f611b9e407fb013e884bfcafe4gvnx,7.3056362303e-05
ca5f76a93d025c599a289e31c25f69c1uqaft,3.66428168083e-05
3118d0e06686651785636555b615bc342ncdv,5.15450127144e-05
f7e7485e21c4f9321f1072ce137e03d5csup7,0.000148116460968
1430c052b75af311ebf5cb2c225a6498egl0k,4.05673802232e-05
fb3620e1a7ecd3d00ad46538ab2f4598whezy,7.6054756982e-05
bc4050f8a2f7c01790b4487ad5f32887jwxyx,4.05673802232e-05
be44fce4054dff79d9df22968d65d614i363b,4.77496245522e-05
f0ec468be9eb013f65c75f89d0824b4b3ha68,8.87681449225e-05
e45d8e752e28e2fd0abb73d03ca1158f0frpp,4.05673802232e-05
6c2c24c15a67cb3a0908f31315287305842w3,4.05673802232e-05
789bcb9a93537468ca6da612f533d816youlq,5.15450127144e-05
9af487b3cec9e0753c8b2c8af2cc0c82gytsl,0.997114873001
8d67c88c345b56e922327c06c71b7046m6ohz,4.05673802232e-05
78ee279dd252ac2f32a5434fa787011fgw4n8,5.20422914729e-05
6069f6d13a949056298f2fe0147b512e5jhul,4.05673802232e-05
4b24254e994ad8abcc4b5b4020991960q7j30,4.05673802232e-05
c20deef8e0d8898b25631c5959e95b4csuiec,0.997930790109
2498e62082c17d0152363838630a24d9kfsfh,3.66428168083e-05
46edf470086096ad2d5e01cc48554a6cx84xh,4.05673802232e-05
5ac46382975485c34adbbe7f694dad6d7z70o,4.05673802232e-05
79da812f2eb300456383b66f6ebe19f5eyh39,4.05673802232e-05
56fc4ff64a6bac6a867d27dab1e78a6dv5u55,4.05673802232e-05
5e92b13b0a962dfac72c1f9762e3ade19lyxv,4.05673802232e-05
2b4bb62db3322de665dbb4d108e046206vhvg,4.05673802232e-05
4650bd2a4b57badaa970e1bbc602da956fgt1,4.51989283216e-05
256e0d7bea303bf7444e736c53609e53id1w8,4.05673802232e-05
927ad8028866e12966cadac456ef74fbuq79b,0.999364882798
4d78af325faf00ce6675d2cdb324051063qa0,3.92293207431e-05
29c103503e1d6ace5626fb07a5ab0dafrtjvs,7.39948761258e-05
83a1a52ed06d7e32719689ec951985fag7kde,5.15450127144e-05
99cbd47afadcce560028afeb305e87da75w3y,4.05673802232e-05
cb3314eb25be845fa412f1d2c2934841jmaqj,4.05673802232e-05
a58e9f80b5ec4c1a51e765e9cfebf93de8y1d,4.05673802232e-05
c52e1801108701e8954d2867c9cfeeafayp8d,4.05673802232e-05
4e62891c902c1f1898f0b5922fb340e0h400j,4.05673802232e-05
b7c4f67613c2af7e544f01359d4fccc7l5f7y,0.451227992076
c562abdfb5fd28fadf411f545cdd44b69wtxy,4.05673802232e-05
ad69c8ef95b0ca2ad4ab8f9135001030xswpf,4.05673802232e-05
9843745530e0a70f83db6023718a47450qaw8,4.05673802232e-05
7d0f7d3602118db86f8b79910ebb239bh16yb,8.97318024691e-05
1195e06969201e2f09babe3ed8235747ea153,4.05673802232e-05
717d6b636ec975430749a331ebb91f557r5xx,4.20392419725e-05
81328ee531ef388926c7b8e5acab22d3fldlx,4.58391532761e-05
c8f8edb324a7fed3fc690fd0e334bcb1d8yq1,4.05673802232e-05
e2f091617f5dadd027282936254a9d58re0sn,5.15450127144e-05
b22726dcf17e400c21bf59505d25bb4491b5e,4.05673802232e-05
9bf5cb1b0599f9e2e2963d2ef758d4315hypb,4.05673802232e-05
751d3da6ab696850bc1922a6db39912dgr1iy,4.05673802232e-05
b7d55a6e333279ab388147c289a71fc9b50o9,6.21845143107e-05
fbb0e610cfcf0ddf82398745d0099a3drlyd5,4.28843430423e-05
8c2ae8faeaa2dc6d259433b722ced26895g5b,3.66428168083e-05
fecea7c93f6fc416ab1165267723b0bewb7le,4.05673802232e-05
b094531590263ea270de70d5b80f6fae40iqy,6.83597324857e-05
7d50285c14bc21ae432ad8ea0b218ae7gpvjg,4.05673802232e-05
fc8ad54f05cdb8956e313da177e31143vybke,4.05673802232e-05
00dd948c3a88f7b68f1952dbeeac68ffb6qoc,4.05673802232e-05
e71f23df8afda17a79fca6b0b0a08db2npata,4.05673802232e-05
0d35fb37f30ac79253064edf16935b1bi6xrp,5.15450127144e-05
b76ae85f1af72f5b3fe24f6b63adb7939blwv,8.04143314782e-05
557a115a80bbc39438b66869fb08e2dbn0n83,4.05673802232e-05
40cb94d6cde2cfc6c0c47e5b508970f8a2pax,4.05673802232e-05
292ce9794631e698984573da5826309e8vjpt,4.05673802232e-05
b8f907c27d6505238a4a98bd5088ac30npcjn,4.05673802232e-05
fa9942d2eea61483c7cf6fd70c73499aet5hj,6.93410354352e-05
419c7f56b6f84f239dc99fa530b9016fyvlev,6.02624581966e-05
215c57149b0f163e516a5a698994f26bcp2ob,4.05673802232e-05
8ec7ed06cf55505b85a4cb67d53abbdeedpsh,5.97010209627e-05
5883a3d09cc2c6dfa69a9005f7c928fdnecq7,4.05673802232e-05
caf47c9fdc63c5ce2aa699175ce7734dpu2di,4.05673802232e-05
661569e79532c77348185d4d0568586e0ptef,4.05673802232e-05
456e14a42046506ee7f195be6214e1bexiepi,0.00271073193996
254eedf1db6f0f577dfea64a401a3762ts9az,4.05673802232e-05
2a434a2664248cee9f612bf78bc89c4ai9b5f,4.05673802232e-05
d3b8f01cb34db8b0d2e42f83395c66ectku9h,4.05673802232e-05
b0c9c42b7700b019d3cc13e4026effe590osl,4.05673802232e-05
337f4ff4946d4de1cf4ae216c1ff5c88e7oms,4.05673802232e-05
c1e8091db6fd2c7977b15830e0efc4012zjt0,6.1635017941e-05
52282d2cf41e5d692194788bbdcacb47ria0c,4.05673802232e-05
e073cd48ba0f6f9b7d6a983cb260f8f3miffj,0.000989182809525
9a14697a537697a028ee67599fda03053txvm,5.01106613463e-05
3f480fa1d70f969d5a989ed130386e9fzsi5p,3.92293207431e-05
50dba3cc5fae1d2efbc45e94644ba2c2oou37,5.15450127144e-05
94a903391732de504121baefa1eee0a4kswwu,4.05673802232e-05
5ba001c8d950b2b21c465f1fc5e40630qy65o,4.05673802232e-05
9deb68aca34b4d8d0a5ea874176240ffw32tk,4.05673802232e-05
0053b78cde37c4384a20d2da9aa4272aym4pb,0.000116110347951
